,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,KF,rnr,1,100,15.0,10.0
2,0.9993489304199219,0.9993489304199219,49968,0.0,32.0,0.99936,50,0,0,1.0,809.36,0.8,713.2857142857143,50,3,KF,rnr,1,100,15.0,10.0
3,0.9944936430664062,0.9944936430664062,49726,0.0,274.0,0.99452,50,0,0,1.0,885.04,0.88,805.4516129032259,50,3,KF,rnr,1,100,15.0,10.0
4,0.99072,0.99072,49536,0.0,464.0,0.99072,50,0,0,1.0,871.96,0.84,832.3333333333334,50,3,KF,rnr,1,100,15.0,10.0
5,0.99916,0.99916,49958,0.0,42.0,0.99916,50,0,0,1.0,916.28,0.88,832.3333333333334,50,3,KF,rnr,1,100,15.0,10.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,KF,rnr,1,100,15.0,10.0
7,0.99036,0.99036,49518,0.0,482.0,0.99036,50,0,0,1.0,942.36,0.88,861.0689655172414,50,3,KF,rnr,1,100,15.0,10.0
8,0.99384,0.99384,49692,0.0,308.0,0.99384,50,0,0,1.0,930.56,0.92,891.8571428571429,50,3,KF,rnr,1,100,15.0,10.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,KF,rnr,1,100,15.0,10.0
0,0.985774068359375,0.985774068359375,49292,0.0,708.0,0.98584,50,0,0,1.0,964.96,0.92,924.925925925926,50,1,KF,rnr,1,200,5.0,3.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,5.0,3.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,5.0,3.0
3,0.98038342578125,0.98038342578125,49036,0.0,964.0,0.98072,50,0,0,1.0,900.92,0.84,832.3333333333334,50,1,KF,rnr,1,200,5.0,3.0
4,0.9938850703125,0.9938850703125,49696,0.0,304.0,0.99392,50,0,0,1.0,925.96,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,3.0
5,0.9547933828125,0.9547933828125,47748,0.0,2252.0,0.95496,50,0,0,1.0,906.68,0.86,861.0689655172414,50,1,KF,rnr,1,200,5.0,3.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,3.0
7,0.982017203125,0.982017203125,49108,0.0,892.0,0.98216,50,0,0,1.0,892.08,0.84,780.25,50,1,KF,rnr,1,200,5.0,3.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,3.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,3.0
0,0.985107259765625,0.985107259765625,49260,0.0,740.0,0.9852,50,0,0,1.0,927.72,0.9,891.8571428571429,50,1,KF,rnr,1,60,30.0,5.0
1,0.9999806840343476,0.9999806840343476,50000,0.0,0.0,1.0,50,0,0,1.0,964.6,0.96,924.925925925926,50,1,KF,rnr,1,60,30.0,5.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,30.0,5.0
3,0.9915693896484375,0.9915693896484375,49598,0.0,402.0,0.99196,50,0,0,1.0,911.4,0.88,805.4516129032259,50,1,KF,rnr,1,60,30.0,5.0
4,0.98470253515625,0.98470253515625,49236,0.0,764.0,0.98472,50,0,0,1.0,911.08,0.9,832.3333333333334,50,1,KF,rnr,1,60,30.0,5.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,60,30.0,5.0
6,0.98312,0.98312,49156,0.0,844.0,0.98312,50,0,0,1.0,975.88,0.96,960.5384615384615,50,1,KF,rnr,1,60,30.0,5.0
7,0.981938421875,0.981938421875,49106,0.0,894.0,0.98212,50,0,0,1.0,892.0,0.84,780.25,50,1,KF,rnr,1,60,30.0,5.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,60,30.0,5.0
9,0.9998996777191163,0.9998996777191163,49996,0.0,4.0,0.99992,50,0,0,1.0,980.72,0.96,924.925925925926,50,1,KF,rnr,1,60,30.0,5.0
0,0.97036,0.97036,48518,0.0,1482.0,0.97036,50,0,0,1.0,872.08,0.84,861.0689655172414,50,3,KF,rnr,1,60,5.0,10.0
1,0.979691037109375,0.979691037109375,48990,0.0,1010.0,0.9798,50,0,0,1.0,909.82,0.88,861.0689655172414,50,3,KF,rnr,1,60,5.0,10.0
2,0.9963889306640625,0.9768518928079044,49820,66.0,180.0,0.995086485838693,50,0,1,0.9803921568627451,794.9607843137255,0.7647058823529411,723.6376811594203,50,3,KF,rnr,1,60,5.0,10.0
3,0.985613642578125,0.985613642578125,49282,0.0,718.0,0.98564,50,0,0,1.0,876.16,0.84,780.25,50,3,KF,rnr,1,60,5.0,10.0
4,0.99124,0.99124,49562,0.0,438.0,0.99124,50,0,0,1.0,911.44,0.88,861.0689655172414,50,3,KF,rnr,1,60,5.0,10.0
5,0.98802,0.98802,49401,0.0,599.0,0.98802,50,0,0,1.0,914.26,0.88,832.3333333333334,50,3,KF,rnr,1,60,5.0,10.0
6,0.9992,0.9992,49960,0.0,40.0,0.9992,50,0,0,1.0,951.44,0.92,891.8571428571429,50,3,KF,rnr,1,60,5.0,10.0
7,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,918.72,0.88,832.3333333333334,50,3,KF,rnr,1,60,5.0,10.0
8,0.97684,0.97684,48842,0.0,1158.0,0.97684,50,0,0,1.0,867.56,0.84,832.3333333333334,50,3,KF,rnr,1,60,5.0,10.0
9,0.98036,0.98036,49018,0.0,982.0,0.98036,50,0,0,1.0,938.64,0.92,924.925925925926,50,3,KF,rnr,1,60,5.0,10.0
0,0.985107259765625,0.985107259765625,49260,0.0,740.0,0.9852,50,0,0,1.0,927.72,0.9,891.8571428571429,50,1,KF,rnr,1,200,30.0,5.0
1,0.9999806840343476,0.9999806840343476,50000,0.0,0.0,1.0,50,0,0,1.0,964.6,0.96,924.925925925926,50,1,KF,rnr,1,200,30.0,5.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,30.0,5.0
3,0.9915693896484375,0.9915693896484375,49598,0.0,402.0,0.99196,50,0,0,1.0,911.4,0.88,805.4516129032259,50,1,KF,rnr,1,200,30.0,5.0
4,0.98470253515625,0.98470253515625,49236,0.0,764.0,0.98472,50,0,0,1.0,911.08,0.9,832.3333333333334,50,1,KF,rnr,1,200,30.0,5.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,200,30.0,5.0
6,0.98312,0.98312,49156,0.0,844.0,0.98312,50,0,0,1.0,975.88,0.96,960.5384615384615,50,1,KF,rnr,1,200,30.0,5.0
7,0.981938421875,0.981938421875,49106,0.0,894.0,0.98212,50,0,0,1.0,892.0,0.84,780.25,50,1,KF,rnr,1,200,30.0,5.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,30.0,5.0
9,0.9998996777191163,0.9998996777191163,49996,0.0,4.0,0.99992,50,0,0,1.0,980.72,0.96,924.925925925926,50,1,KF,rnr,1,200,30.0,5.0
0,0.985107259765625,0.985107259765625,49260,0.0,740.0,0.9852,50,0,0,1.0,927.72,0.9,891.8571428571429,50,1,KF,rnr,1,60,30.0,10.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,30.0,10.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,30.0,10.0
3,0.9921506948242188,0.9921506948242188,49616,0.0,384.0,0.99232,50,0,0,1.0,911.4,0.88,832.3333333333334,50,1,KF,rnr,1,60,30.0,10.0
4,0.98470253515625,0.98470253515625,49236,0.0,764.0,0.98472,50,0,0,1.0,911.08,0.9,832.3333333333334,50,1,KF,rnr,1,60,30.0,10.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,60,30.0,10.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,60,30.0,10.0
7,0.9998065537719727,0.9998065537719727,49996,0.0,4.0,0.99992,50,0,0,1.0,909.88,0.88,805.4516129032259,50,1,KF,rnr,1,60,30.0,10.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,60,30.0,10.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,60,30.0,10.0
0,0.985774068359375,0.985774068359375,49292,0.0,708.0,0.98584,50,0,0,1.0,964.96,0.92,924.925925925926,50,1,KF,rnr,1,60,5.0,3.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,5.0,3.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,5.0,3.0
3,0.98038342578125,0.98038342578125,49036,0.0,964.0,0.98072,50,0,0,1.0,900.92,0.84,832.3333333333334,50,1,KF,rnr,1,60,5.0,3.0
4,0.9938850703125,0.9938850703125,49696,0.0,304.0,0.99392,50,0,0,1.0,925.96,0.92,891.8571428571429,50,1,KF,rnr,1,60,5.0,3.0
5,0.9547933828125,0.9547933828125,47748,0.0,2252.0,0.95496,50,0,0,1.0,906.68,0.86,861.0689655172414,50,1,KF,rnr,1,60,5.0,3.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,60,5.0,3.0
7,0.982017203125,0.982017203125,49108,0.0,892.0,0.98216,50,0,0,1.0,892.08,0.84,780.25,50,1,KF,rnr,1,60,5.0,3.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,60,5.0,3.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,60,5.0,3.0
0,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,959.52,0.96,960.5384615384615,50,3,KF,rnr,1,100,5.0,3.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,KF,rnr,1,100,5.0,3.0
2,0.9993489304199219,0.9993489304199219,49968,0.0,32.0,0.99936,50,0,0,1.0,809.36,0.8,713.2857142857143,50,3,KF,rnr,1,100,5.0,3.0
3,0.9994020776367187,0.9994020776367187,49974,0.0,26.0,0.99948,50,0,0,1.0,885.04,0.88,832.3333333333334,50,3,KF,rnr,1,100,5.0,3.0
4,0.99124,0.99124,49562,0.0,438.0,0.99124,50,0,0,1.0,911.44,0.88,861.0689655172414,50,3,KF,rnr,1,100,5.0,3.0
5,0.99916,0.99916,49958,0.0,42.0,0.99916,50,0,0,1.0,916.28,0.88,832.3333333333334,50,3,KF,rnr,1,100,5.0,3.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,KF,rnr,1,100,5.0,3.0
7,0.99036,0.99036,49518,0.0,482.0,0.99036,50,0,0,1.0,942.36,0.88,861.0689655172414,50,3,KF,rnr,1,100,5.0,3.0
8,0.99384,0.99384,49692,0.0,308.0,0.99384,50,0,0,1.0,930.56,0.92,891.8571428571429,50,3,KF,rnr,1,100,5.0,3.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,KF,rnr,1,100,5.0,3.0
0,0.985107259765625,0.985107259765625,49260,0.0,740.0,0.9852,50,0,0,1.0,927.72,0.9,891.8571428571429,50,1,KF,rnr,1,200,15.0,5.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,15.0,5.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,15.0,5.0
3,0.9921506948242188,0.9921506948242188,49616,0.0,384.0,0.99232,50,0,0,1.0,911.4,0.88,832.3333333333334,50,1,KF,rnr,1,200,15.0,5.0
4,0.98470253515625,0.98470253515625,49236,0.0,764.0,0.98472,50,0,0,1.0,911.08,0.9,832.3333333333334,50,1,KF,rnr,1,200,15.0,5.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,200,15.0,5.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,200,15.0,5.0
7,0.9998065537719727,0.9998065537719727,49996,0.0,4.0,0.99992,50,0,0,1.0,909.88,0.88,805.4516129032259,50,1,KF,rnr,1,200,15.0,5.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,15.0,5.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,200,15.0,5.0
0,0.9941783642578125,0.9941783642578125,49712,0.0,288.0,0.99424,50,0,0,1.0,926.68,0.9,861.0689655172414,50,1,KF,rnr,1,200,30.0,3.0
1,0.9999806840343476,0.9999806840343476,50000,0.0,0.0,1.0,50,0,0,1.0,964.6,0.96,924.925925925926,50,1,KF,rnr,1,200,30.0,3.0
2,0.98628,0.98628,49314,0.0,686.0,0.98628,50,0,0,1.0,956.4,0.92,924.925925925926,50,1,KF,rnr,1,200,30.0,3.0
3,0.97638818359375,0.97638818359375,48844,0.0,1156.0,0.97688,50,0,0,1.0,896.16,0.84,780.25,50,1,KF,rnr,1,200,30.0,3.0
4,0.96590253515625,0.96590253515625,48296,0.0,1704.0,0.96592,50,0,0,1.0,889.88,0.86,805.4516129032259,50,1,KF,rnr,1,200,30.0,3.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,200,30.0,3.0
6,0.978,0.978,48900,0.0,1100.0,0.978,50,0,0,1.0,941.0,0.92,924.925925925926,50,1,KF,rnr,1,200,30.0,3.0
7,0.981938421875,0.981938421875,49106,0.0,894.0,0.98212,50,0,0,1.0,892.0,0.84,780.25,50,1,KF,rnr,1,200,30.0,3.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,30.0,3.0
9,0.9998996777191163,0.9998996777191163,49996,0.0,4.0,0.99992,50,0,0,1.0,980.72,0.96,924.925925925926,50,1,KF,rnr,1,200,30.0,3.0
0,0.98864,0.98864,49432,0.0,568.0,0.98864,50,0,0,1.0,890.36,0.88,891.8571428571429,50,3,KF,rnr,1,100,5.0,5.0
1,0.979691037109375,0.979691037109375,48990,0.0,1010.0,0.9798,50,0,0,1.0,909.82,0.88,861.0689655172414,50,3,KF,rnr,1,100,5.0,5.0
2,0.9993489304199219,0.9993489304199219,49968,0.0,32.0,0.99936,50,0,0,1.0,809.36,0.8,713.2857142857143,50,3,KF,rnr,1,100,5.0,5.0
3,0.9944936430664062,0.9944936430664062,49726,0.0,274.0,0.99452,50,0,0,1.0,885.04,0.88,805.4516129032259,50,3,KF,rnr,1,100,5.0,5.0
4,0.99124,0.99124,49562,0.0,438.0,0.99124,50,0,0,1.0,911.44,0.88,861.0689655172414,50,3,KF,rnr,1,100,5.0,5.0
5,0.99912,0.99912,49956,0.0,44.0,0.99912,50,0,0,1.0,907.96,0.84,780.25,50,3,KF,rnr,1,100,5.0,5.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,KF,rnr,1,100,5.0,5.0
7,0.99032,0.99032,49516,0.0,484.0,0.99032,50,0,0,1.0,909.6,0.84,805.4516129032259,50,3,KF,rnr,1,100,5.0,5.0
8,0.97736,0.97736,48868,0.0,1132.0,0.97736,50,0,0,1.0,907.04,0.88,861.0689655172414,50,3,KF,rnr,1,100,5.0,5.0
9,0.98036,0.98036,49018,0.0,982.0,0.98036,50,0,0,1.0,938.64,0.92,924.925925925926,50,3,KF,rnr,1,100,5.0,5.0
0,0.985774068359375,0.985774068359375,49292,0.0,708.0,0.98584,50,0,0,1.0,964.96,0.92,924.925925925926,50,1,KF,rnr,1,200,5.0,5.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,5.0,5.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,5.0,5.0
3,0.9815723300781249,0.981572330078125,49092,0.0,908.0,0.98184,50,0,0,1.0,900.92,0.84,805.4516129032259,50,1,KF,rnr,1,200,5.0,5.0
4,0.9938850703125,0.9938850703125,49696,0.0,304.0,0.99392,50,0,0,1.0,925.96,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,5.0
5,0.9547933828125,0.9547933828125,47748,0.0,2252.0,0.95496,50,0,0,1.0,906.68,0.86,861.0689655172414,50,1,KF,rnr,1,200,5.0,5.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,5.0
7,0.97686950390625,0.97686950390625,48850,0.0,1150.0,0.977,50,0,0,1.0,892.12,0.84,805.4516129032259,50,1,KF,rnr,1,200,5.0,5.0
8,0.987140625,0.987140625,49362,0.0,638.0,0.98724,50,0,0,1.0,930.4,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,5.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,5.0
0,0.99544,0.99544,49772,0.0,228.0,0.99544,50,0,0,1.0,963.56,0.96,960.5384615384615,50,3,KF,rnr,1,60,30.0,10.0
1,0.9903696689453125,0.9903696689453125,49522,0.0,478.0,0.99044,50,0,0,1.0,904.66,0.86,832.3333333333334,50,3,KF,rnr,1,60,30.0,10.0
2,0.9993489304199219,0.9993489304199219,49968,0.0,32.0,0.99936,50,0,0,1.0,809.36,0.8,713.2857142857143,50,3,KF,rnr,1,60,30.0,10.0
3,0.9944936430664062,0.9944936430664062,49726,0.0,274.0,0.99452,50,0,0,1.0,885.04,0.88,805.4516129032259,50,3,KF,rnr,1,60,30.0,10.0
4,0.99126,0.99126,49563,0.0,437.0,0.99126,50,0,0,1.0,905.92,0.9,861.0689655172414,50,3,KF,rnr,1,60,30.0,10.0
5,0.99916,0.99916,49958,0.0,42.0,0.99916,50,0,0,1.0,916.28,0.88,832.3333333333334,50,3,KF,rnr,1,60,30.0,10.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,KF,rnr,1,60,30.0,10.0
7,0.97588,0.97588,48794,0.0,1206.0,0.97588,50,0,0,1.0,916.84,0.84,832.3333333333334,50,3,KF,rnr,1,60,30.0,10.0
8,0.99388,0.99388,49694,0.0,306.0,0.99388,50,0,0,1.0,965.12,0.96,960.5384615384615,50,3,KF,rnr,1,60,30.0,10.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,KF,rnr,1,60,30.0,10.0
0,0.99544,0.99544,49772,0.0,228.0,0.99544,50,0,0,1.0,963.56,0.96,960.5384615384615,50,3,KF,rnr,1,60,15.0,3.0
1,0.9903696689453125,0.9903696689453125,49522,0.0,478.0,0.99044,50,0,0,1.0,904.66,0.86,832.3333333333334,50,3,KF,rnr,1,60,15.0,3.0
2,0.9993889304199218,0.9993889304199218,49970,0.0,30.0,0.9994,50,0,0,1.0,809.36,0.8,756.5757575757576,50,3,KF,rnr,1,60,15.0,3.0
3,0.9906420771484375,0.9906420771484375,49536,0.0,464.0,0.99072,50,0,0,1.0,870.88,0.8,756.5757575757576,50,3,KF,rnr,1,60,15.0,3.0
4,0.97502,0.97502,48751,0.0,1249.0,0.97502,50,0,0,1.0,889.68,0.86,832.3333333333334,50,3,KF,rnr,1,60,15.0,3.0
5,0.9992,0.9992,49960,0.0,40.0,0.9992,50,0,0,1.0,954.96,0.92,891.8571428571429,50,3,KF,rnr,1,60,15.0,3.0
6,0.98647002734375,0.9671274777879902,49333,267.0,667.0,0.9814192213579486,50,0,1,0.9803921568627451,940.0588235294117,0.8823529411764706,876.1929824561404,50,3,KF,rnr,1,60,15.0,3.0
7,0.97476,0.97476,48738,0.0,1262.0,0.97476,50,0,0,1.0,877.96,0.8,805.4516129032259,50,3,KF,rnr,1,60,15.0,3.0
8,0.99388,0.99388,49694,0.0,306.0,0.99388,50,0,0,1.0,965.12,0.96,960.5384615384615,50,3,KF,rnr,1,60,15.0,3.0
9,0.9975,0.9975,49875,0.0,125.0,0.9975,50,0,0,1.0,942.68,0.94,908.0909090909091,50,3,KF,rnr,1,60,15.0,3.0
0,0.985107259765625,0.985107259765625,49260,0.0,740.0,0.9852,50,0,0,1.0,927.72,0.9,891.8571428571429,50,1,KF,rnr,1,200,30.0,10.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,30.0,10.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,30.0,10.0
3,0.9921506948242188,0.9921506948242188,49616,0.0,384.0,0.99232,50,0,0,1.0,911.4,0.88,832.3333333333334,50,1,KF,rnr,1,200,30.0,10.0
4,0.98470253515625,0.98470253515625,49236,0.0,764.0,0.98472,50,0,0,1.0,911.08,0.9,832.3333333333334,50,1,KF,rnr,1,200,30.0,10.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,200,30.0,10.0
6,0.9856,0.9856,49280,0.0,720.0,0.9856,50,0,0,1.0,984.6,0.96,960.5384615384615,50,1,KF,rnr,1,200,30.0,10.0
7,0.9998065537719727,0.9998065537719727,49996,0.0,4.0,0.99992,50,0,0,1.0,909.88,0.88,805.4516129032259,50,1,KF,rnr,1,200,30.0,10.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,30.0,10.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,200,30.0,10.0
0,0.9941783642578125,0.9941783642578125,49712,0.0,288.0,0.99424,50,0,0,1.0,926.68,0.9,861.0689655172414,50,1,KF,rnr,1,200,50.0,5.0
1,0.9999806840343476,0.9999806840343476,50000,0.0,0.0,1.0,50,0,0,1.0,964.6,0.96,924.925925925926,50,1,KF,rnr,1,200,50.0,5.0
2,0.98628,0.98628,49314,0.0,686.0,0.98628,50,0,0,1.0,956.4,0.92,924.925925925926,50,1,KF,rnr,1,200,50.0,5.0
3,0.97638818359375,0.97638818359375,48844,0.0,1156.0,0.97688,50,0,0,1.0,896.16,0.84,780.25,50,1,KF,rnr,1,200,50.0,5.0
4,0.96590253515625,0.96590253515625,48296,0.0,1704.0,0.96592,50,0,0,1.0,889.88,0.86,805.4516129032259,50,1,KF,rnr,1,200,50.0,5.0
5,0.9848733798828125,0.9848733798828125,49252,0.0,748.0,0.98504,50,0,0,1.0,934.24,0.92,924.925925925926,50,1,KF,rnr,1,200,50.0,5.0
6,0.978,0.978,48900,0.0,1100.0,0.978,50,0,0,1.0,941.0,0.92,924.925925925926,50,1,KF,rnr,1,200,50.0,5.0
7,0.981938421875,0.981938421875,49106,0.0,894.0,0.98212,50,0,0,1.0,892.0,0.84,780.25,50,1,KF,rnr,1,200,50.0,5.0
8,0.98946223046875,0.98946223046875,49474,0.0,526.0,0.98948,50,0,0,1.0,928.08,0.92,891.8571428571429,50,1,KF,rnr,1,200,50.0,5.0
9,0.9998996777191163,0.9998996777191163,49996,0.0,4.0,0.99992,50,0,0,1.0,980.72,0.96,924.925925925926,50,1,KF,rnr,1,200,50.0,5.0
0,0.989854068359375,0.989854068359375,49496,0.0,504.0,0.98992,50,0,0,1.0,964.96,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,10.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,200,5.0,10.0
2,0.99008059375,0.99008059375,49506,0.0,494.0,0.99012,50,0,0,1.0,968.92,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,10.0
3,0.97505358984375,0.97505358984375,48762,0.0,1238.0,0.97524,50,0,0,1.0,891.74,0.84,780.25,50,1,KF,rnr,1,200,5.0,10.0
4,0.9938850703125,0.9938850703125,49696,0.0,304.0,0.99392,50,0,0,1.0,925.96,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,10.0
5,0.9547933828125,0.9547933828125,47748,0.0,2252.0,0.95496,50,0,0,1.0,906.68,0.86,861.0689655172414,50,1,KF,rnr,1,200,5.0,10.0
6,0.98556,0.98556,49278,0.0,722.0,0.98556,50,0,0,1.0,945.2,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,10.0
7,0.97690827734375,0.97690827734375,48850,0.0,1150.0,0.977,50,0,0,1.0,907.08,0.88,861.0689655172414,50,1,KF,rnr,1,200,5.0,10.0
8,0.987140625,0.987140625,49362,0.0,638.0,0.98724,50,0,0,1.0,930.4,0.92,891.8571428571429,50,1,KF,rnr,1,200,5.0,10.0
9,0.981765171875,0.981765171875,49096,0.0,904.0,0.98192,50,0,0,1.0,980.72,0.96,960.5384615384615,50,1,KF,rnr,1,200,5.0,10.0
0,0.985774068359375,0.985774068359375,49292,0.0,708.0,0.98584,50,0,0,1.0,964.96,0.92,924.925925925926,50,1,KF,rnr,1,60,5.0,5.0
1,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,5.0,5.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,rnr,1,60,5.0,5.0
3,0.9815723300781249,0.981572330078125,49092,0.0,908.0,0.98184,50,0,0,1.0,900.92,0.84,805.4516129032259,50,1,KF,rnr,1,60,5.0,5.0
